county_name,percent_for_clinton,median_age,mean_savings,per_capita_income,percent_in_poverty,percent_veterans,percent_female,population_density,percent_in_nursing_homes,crime_index_PC,state,color,region,bush_perc,clinton_perc,clinton_win
Huerfano,52.92,39.6,43061,13464,24.9,12.8,51.07,3.7,6.78,332,CO,Clinton,West,29.62,52.92,TRUE
Jefferson,36.22,33.3,49028,22563,6.2,12.05,50.53,589.1,5.37,494,CO,Clinton,West,37.05,36.22,FALSE
Kiowa,28.16,37,81638,25714,11.5,16.19,50.7,0.9,15.63,69,CO,Clinton,West,45.83,28.16,FALSE
Kit Carson,25.29,34.9,157813,20128,12.8,11.43,50.51,3.3,5.28,300,CO,Clinton,West,49.23,25.29,FALSE
La Plata,37.87,31.9,71699,17714,12.4,10.1,49.64,20.4,3.29,502,CO,Clinton,West,35.37,37.87,TRUE
Larimer,38.36,31.1,51416,18404,10.8,9.15,50.57,76.2,4.78,180,CO,Clinton,West,36.12,38.36,TRUE
Las Animas,58.56,37.7,79200,13208,24.8,13.34,51.16,2.9,12.55,393,CO,Clinton,West,26.47,58.56,TRUE
Lincoln,27.75,36.9,141193,21016,16.2,11.91,42.7,1.8,17.39,187,CO,Clinton,West,46.79,27.75,FALSE
Logan,32.57,34.7,90658,17526,14.8,12.93,51.14,9.4,9.83,444,CO,Clinton,West,40.98,32.57,FALSE
Mesa,34.41,34.7,63968,16917,14.2,11.73,51.38,29.5,6.57,547,CO,Clinton,West,41.23,34.41,FALSE
Moffat,27.2,31.8,50988,17826,11.7,15.6,49.28,2.4,4.31,389,CO,Clinton,West,35.51,27.2,FALSE
Montezuma,29.72,33.3,89807,15127,17.1,10.67,51.21,9.6,3.74,488,CO,Clinton,West,40.9,29.72,FALSE
Montrose,31.67,37.1,89816,15909,12.7,12.18,51.09,11.4,10.16,404,CO,Clinton,West,41.35,31.67,FALSE
Morgan,33.43,33.1,85987,18110,15.5,11.82,50.93,17.7,9.78,436,CO,Clinton,West,41.7,33.43,FALSE
Otero,41.92,34.9,73156,15185,24.4,12.66,51.6,15.9,19.3,416,CO,Clinton,West,37.53,41.92,TRUE
Phillips,30.05,38.5,116671,18999,11,12.22,52.54,6,9.51,66,CO,Clinton,West,46.68,30.05,FALSE
Prowers,32.92,32,132074,15730,21.3,9.42,51.24,8,7.27,577,CO,Clinton,West,44.1,32.92,FALSE
Pueblo,53.62,34.7,52264,15582,20.7,14.48,51.46,51.8,6.2,651,CO,Clinton,West,28.56,53.62,TRUE
Rio Blanco,27.3,32.3,110260,17470,9.4,13.95,49.19,1.9,4.03,334,CO,Clinton,West,43.19,27.3,FALSE
Rio Grande,34,33.7,52253,15286,23,11.85,50.54,11.7,10.93,328,CO,Clinton,West,42.51,34,FALSE
Routt,39.06,32.4,119068,22654,6.5,10.97,46.62,6.4,3.05,374,CO,Clinton,West,28.89,39.06,TRUE
Sedgwick,34.64,40.8,83346,18661,12,15.92,51.21,4.7,11.54,104,CO,Clinton,West,39.01,34.64,FALSE
Teller,27.09,34.6,54644,19068,9.3,9.77,48.95,24.8,2.54,374,CO,Clinton,West,44.11,27.09,FALSE
Washington,25.26,37.3,128854,19003,13,13.07,50.15,1.8,6.09,87,CO,Clinton,West,48.45,25.26,FALSE
Weld,35.71,30.5,55994,16466,15.3,10.26,50.44,34.1,4.88,565,CO,Clinton,West,38.79,35.71,FALSE
Yuma,28.17,35.8,133721,19370,12,11.92,51.01,3.8,12,224,CO,Clinton,West,44.82,28.17,FALSE
Fairfield,39.13,35.5,191020,36257,7.7,13.34,52.01,1322.7,6.75,512,CT,Clinton,Northeast,42.8,39.1,FALSE
Hartford,47.13,34.5,199847,26063,11.2,12.8,51.72,1151.5,10.82,595,CT,Clinton,Northeast,32,47.1,TRUE
Litchfield,36.14,35.7,140960,24501,5.5,12.83,51.13,192.1,6.71,175,CT,Clinton,Northeast,37,36.1,FALSE
Middlesex,42.83,34.8,139647,25217,5.2,12.97,51.1,392.1,9.12,232,CT,Clinton,Northeast,30.4,42.8,TRUE
New Haven,41.9,34.2,159677,23651,11,12.59,51.86,1323.9,9.34,618,CT,Clinton,Northeast,36.7,41.9,TRUE
New London,42.29,32.5,106965,22301,8.3,13.79,50.15,372.2,7.7,263,CT,Clinton,Northeast,29.4,42.3,TRUE
Tolland,41.42,31.5,94933,20956,5.1,11.75,49.86,316.5,2.55,114,CT,Clinton,Northeast,31.2,41.4,TRUE
Windham,40.38,32.7,84472,19510,9.6,11.76,51.14,201.2,9.09,133,CT,Clinton,Northeast,30.8,40.4,TRUE
Kent,38.17,31.1,120322,16094,13,10.47,50.97,196.4,7.72,390,DE,Clinton,Southeast,38.7,38.2,FALSE
New Castle,46.48,32.5,631534,23628,9.9,11.99,51.34,1065.9,4.84,425,DE,Clinton,Southeast,33.7,46.5,TRUE
Sussex,36.47,36.4,130718,17484,13.9,9.98,51.4,127.3,10.17,233,DE,Clinton,Southeast,38.9,36.5,FALSE
Alachua,49.61,28.3,67103,17520,20.2,9.09,51.01,216.1,4.02,1082,FL,Bush,Southeast,39.87,49.61,TRUE
Baker,29.25,30.2,40609,13593,19.4,9.05,47.21,33,3.47,372,FL,Bush,Southeast,50.59,29.25,FALSE
Bay,28.12,33.2,41969,16424,16.3,10.35,51.04,174.7,3.42,740,FL,Bush,Southeast,49.99,28.12,FALSE
Bradford,36.46,33.6,55896,12438,21.6,13.76,44.38,78.4,4.3,759,FL,Bush,Southeast,44.02,36.46,FALSE
Brevard,31.19,36.2,67498,18715,11.6,11.42,50.49,417.5,2.66,668,FL,Bush,Southeast,43.19,31.19,FALSE
Broward,51.85,37.7,73135,22929,12.3,11.15,52.33,1084.5,2.64,853,FL,Bush,Southeast,30.92,51.85,TRUE
Calhoun,36.36,33.5,45242,11330,22.3,7.69,48.65,20.1,12.19,77,FL,Bush,Southeast,37.58,36.36,FALSE
Charlotte,36.91,53.6,88873,17584,10,8.81,51.8,173.6,5.55,366,FL,Bush,Southeast,39.17,36.91,FALSE
Citrus,35.62,50.8,89403,14941,15.5,9.75,52.08,171.5,5.15,276,FL,Bush,Southeast,36.68,35.62,FALSE
Clay,23.33,32,42602,17407,8.8,8.88,50.81,189.5,4.35,487,FL,Bush,Southeast,57.95,23.33,FALSE
Collier,26.13,40.7,126370,28557,13.1,7.56,50.29,81.6,3.67,571,FL,Bush,Southeast,53.44,26.13,FALSE
Columbia,36.97,33.6,56503,14089,20.4,10.73,50.99,55.7,2.07,728,FL,Bush,Southeast,43.41,36.97,FALSE
Duval,36.85,31.5,82961,18857,15.4,11.57,50.8,903,3.68,1033,FL,Bush,Southeast,49.47,36.85,FALSE
Escambia,30.45,32.4,70654,16345,20.3,12.48,51.36,407.2,4.24,741,FL,Bush,Southeast,50.24,30.45,FALSE
Flagler,40.92,46.4,104754,14689,10.9,5.84,51.97,69.3,2.83,372,FL,Bush,Southeast,38.19,40.92,TRUE
Franklin,35.05,38.9,51274,13963,21.1,10.57,50.57,17.2,14.13,242,FL,Bush,Southeast,37.99,35.05,FALSE
Gadsden,58.96,31.8,45618,13185,29.2,8.77,52.39,81.8,4.27,511,FL,Bush,Southeast,27.62,58.96,TRUE
Gilchrist,37.62,33.5,46294,12536,17.8,7.89,47.07,29.8,11.15,139,FL,Bush,Southeast,34.73,37.62,TRUE
Gulf,33.11,35.7,36246,13797,19.3,10.08,50.13,20.7,9.91,214,FL,Bush,Southeast,45.29,33.11,FALSE
Hamilton,43.54,30.9,14973,12066,24.3,7.3,47.1,21.8,5.36,19,FL,Bush,Southeast,37.64,43.54,TRUE
Hardee,31.37,32.8,96343,15621,27,10.27,49.21,31.5,3.73,556,FL,Bush,Southeast,45.08,31.37,FALSE
Hendry,33.57,30.3,59821,17157,22.9,7.19,49.32,24,4.08,465,FL,Bush,Southeast,40.91,33.57,FALSE
Hernando,39.06,49.5,89897,14930,13.9,6.84,51.91,229.6,4.53,476,FL,Bush,Southeast,36.47,39.06,TRUE
Highlands,34.69,51.5,93767,16275,16.9,9.71,52.41,69.2,7.4,639,FL,Bush,Southeast,44.76,34.69,FALSE
Hillsborough,37.13,33,86182,18401,17,10.43,51.13,814.9,3.58,1043,FL,Bush,Southeast,42.07,37.13,FALSE
Holmes,28.75,35.6,46441,11892,24.6,10.56,49.23,33.8,7.24,120,FL,Bush,Southeast,48.96,28.75,FALSE
Indian River,28.12,44,138696,26637,11.5,9.58,51.62,186.2,4.48,585,FL,Bush,Southeast,43.54,28.12,FALSE
Jackson,37.35,34.3,62200,14271,20.9,10.58,48.92,46.4,6.94,217,FL,Bush,Southeast,45.82,37.35,FALSE
Jefferson,48.55,33.8,56216,14175,22.9,8.81,49.53,19.6,4.7,492,FL,Bush,Southeast,32.19,48.55,TRUE
Lake,33.24,44.7,101453,17326,14.1,9.62,51.96,170.3,6.2,452,FL,Bush,Southeast,44.17,33.24,FALSE
Lee,32.32,42,102447,20349,12.3,9.07,51.76,439.4,3.71,626,FL,Bush,Southeast,44.24,32.32,FALSE
Leon,49.12,28.8,75763,17976,14.9,8.78,51.75,303.8,3.36,1206,FL,Bush,Southeast,32.87,49.12,TRUE
Levy,39.59,38.5,66825,12847,19.2,10.24,52.15,24.2,6.42,445,FL,Bush,Southeast,34.71,39.59,TRUE
Madison,45.36,32.3,47323,12325,23.8,8.56,48.53,24.1,6.41,311,FL,Bush,Southeast,34.38,45.36,TRUE
Manatee,33.77,43.1,89672,20904,12.9,10.08,52.55,295.3,6.26,848,FL,Bush,Southeast,42.63,33.77,FALSE
Marion,35.44,40,68657,15633,18.4,8.8,51.76,131.5,3.02,663,FL,Bush,Southeast,40.74,35.44,FALSE
Martin,27.83,44.5,120549,29881,10.8,9.85,50.77,188.8,3.84,556,FL,Bush,Southeast,46.63,27.83,FALSE
Monroe,36.3,38.8,111797,22453,11.5,14.45,47.35,80.1,3.6,957,FL,Bush,Southeast,34.38,36.3,TRUE
Nassau,30.28,33.4,42532,19059,11.9,9.98,50.49,72,2.52,425,FL,Bush,Southeast,51.54,30.28,FALSE
Okaloosa,19.49,31.5,71158,17767,11.2,10.71,49.8,163.4,2.84,371,FL,Bush,Southeast,53.13,19.49,FALSE
Okeechobee,36.48,34.3,68035,13683,21.8,8.59,48.75,39.3,5.1,482,FL,Bush,Southeast,35.2,36.48,TRUE
Orange,34.89,31.5,79270,18920,14.7,9.56,50.3,785,4.55,887,FL,Bush,Southeast,45.9,34.89,FALSE
Osceola,33.16,33.7,56749,15266,14,6.01,50.97,90.1,5.08,801,FL,Bush,Southeast,42.29,33.16,FALSE
Palm Beach,46.36,39.9,89950,31407,12.3,9.19,51.78,460.4,5.38,901,FL,Bush,Southeast,34.63,46.36,TRUE
Pasco,39.08,48,90991,15427,14.6,11.1,52.49,385.5,4.97,447,FL,Bush,Southeast,35.11,39.08,TRUE
Pinellas,37.96,42.1,109640,21721,12.8,13.79,53.24,3081.4,8.92,734,FL,Bush,Southeast,37.63,37.96,TRUE
Polk,35.26,36.5,76139,16280,17.9,10.13,51.5,223.5,4.28,892,FL,Bush,Southeast,45.21,35.26,FALSE
Putnam,41.73,37.3,42137,13281,24.3,11.42,51.14,92.5,2.35,848,FL,Bush,Southeast,34.72,41.73,TRUE
St. Johns,30.74,37,81562,23965,11.8,8.73,51.5,148.3,4.98,683,FL,Bush,Southeast,50.49,30.74,FALSE
St. Lucie,34.99,37.9,67471,15425,15.9,7.84,50.93,281.7,5.1,643,FL,Bush,Southeast,35.76,34.99,FALSE
Santa Rosa,20,32.5,57891,16150,12.6,8.93,50.18,88.7,3.02,393,FL,Bush,Southeast,52.9,20,FALSE
Sarasota,34.89,49,138285,27785,9.9,11.19,53.17,498.6,8.29,692,FL,Bush,Southeast,42.76,34.89,FALSE
Seminole,30.33,33.3,55465,19694,9.9,9.26,51.11,1004.2,2.69,592,FL,Bush,Southeast,48.57,30.33,FALSE
Sumter,40.77,40.1,34141,13285,21.7,10.86,49.65,59.4,5.77,407,FL,Bush,Southeast,35.41,40.77,TRUE
Suwannee,35.06,36.5,53874,13975,19.3,9.37,51.67,41,15.71,318,FL,Bush,Southeast,40.23,35.06,FALSE
Taylor,35.6,33.5,37261,13963,20.6,11.87,51.33,16.6,6.47,354,FL,Bush,Southeast,37.34,35.6,FALSE
Volusia,41.94,39.4,102898,16388,15.4,10.56,51.62,352.3,6.43,608,FL,Bush,Southeast,38.05,41.94,TRUE
Wakulla,34.55,34.2,40833,14183,15.4,9.95,50.84,25.4,7.53,227,FL,Bush,Southeast,38.52,34.55,FALSE
Walton,28.69,37.8,32464,13562,18.7,11.21,49.69,27.9,4.03,212,FL,Bush,Southeast,42.25,28.69,FALSE
Washington,32.32,37.3,24995,12870,21.2,10.27,51.69,30,10.06,94,FL,Bush,Southeast,46.94,32.32,FALSE
Appling,40.73,32.3,42773,12725,21.2,7.93,51.76,31.4,1.94,200,GA,Clinton,Southeast,41.71,40.73,FALSE
Bacon,42.67,31.7,87193,13056,24.2,8.18,52.54,34.4,8.37,204,GA,Clinton,Southeast,39.01,42.67,TRUE
Baldwin,49.31,31.9,88596,16195,19.1,9.44,48.41,156.3,13.84,409,GA,Clinton,Southeast,36.16,49.31,TRUE
Barrow,39.98,31.1,67746,14985,15.2,7,51.06,197.9,4.83,385,GA,Clinton,Southeast,43.36,39.98,FALSE
Bartow,39.29,31.5,57532,15193,13,7.52,50.67,129.2,1.97,286,GA,Clinton,Southeast,45.57,39.29,FALSE
Ben Hill,52.6,32.4,119063,14482,23.7,8.99,54.16,65.9,14.16,536,GA,Clinton,Southeast,33.06,52.6,TRUE
Berrien,46.29,32.9,67781,14452,19.9,9.08,51.24,31.8,7.43,254,GA,Clinton,Southeast,36.03,46.29,TRUE
Bibb,51.93,32.6,76630,18657,23.5,11.68,53.44,608.8,7.42,867,GA,Clinton,Southeast,36.72,51.93,TRUE
Bleckley,43.23,32.6,82649,15466,17.4,9.75,51.84,48.8,6.98,141,GA,Clinton,Southeast,39.69,43.23,TRUE
Brooks,43.92,32.1,41679,13093,29.8,8.54,52.83,31.2,12.21,326,GA,Clinton,Southeast,41.23,43.92,TRUE
Bulloch,38.78,26.1,85664,13214,22.4,7.09,51.42,66.5,6.78,392,GA,Clinton,Southeast,45,38.78,FALSE
Burke,53.17,29.6,60470,12699,29.2,7.07,52.69,25.3,7.67,324,GA,Clinton,Southeast,34.84,53.17,TRUE
Butts,50.46,32.4,66241,14173,18.7,9.05,47.2,84.1,12.48,276,GA,Clinton,Southeast,36.45,50.46,TRUE
Calhoun,64.47,33.5,113227,15112,29.2,8.41,54.79,17.5,12.24,253,GA,Clinton,Southeast,22.99,64.47,TRUE
Camden,38.99,27.2,27287,12197,11.2,4.24,45.91,59.7,1.44,289,GA,Clinton,Southeast,46.45,38.99,FALSE
Candler,43.27,34.6,103484,15555,25.5,9.65,52.5,32.4,35.75,54,GA,Clinton,Southeast,36.81,43.27,TRUE
Carroll,37.21,30.4,62832,14798,16,7.53,51.52,148,7.17,461,GA,Clinton,Southeast,47.6,37.21,FALSE
Catoosa,32.7,33.9,37852,13415,12.6,11.54,51.63,273.1,4.4,308,GA,Clinton,Southeast,51.59,32.7,FALSE
Charlton,38.97,30.4,66347,11564,21.3,8.39,51.51,11.3,10.34,66,GA,Clinton,Southeast,46.09,38.97,FALSE
Chatham,43.75,32.2,87632,19023,20,10.59,52.28,504.1,5.35,816,GA,Clinton,Southeast,44.3,43.75,FALSE
Chattooga,46.47,34.8,54196,14066,15,11.33,52.03,71.4,6.61,157,GA,Clinton,Southeast,38.09,46.47,TRUE
Cherokee,27.77,31.1,52897,17175,7.5,5.84,49.67,240.7,3.07,223,GA,Clinton,Southeast,54.95,27.77,FALSE
Clarke,53.12,25.6,100548,16223,22.3,7.66,52.24,731,4.88,1007,GA,Clinton,Southeast,36.07,53.12,TRUE
Clay,65,34.2,39635,12350,35.4,7.41,54.93,17.4,14.41,206,GA,Clinton,Southeast,22.06,65,TRUE
Clayton,44.65,29.9,43964,16855,14,11.25,51.22,1318.4,1.36,804,GA,Clinton,Southeast,41.33,44.65,TRUE
Clinch,41.32,31.6,57082,12584,25,8.19,51.61,7.7,14.52,226,GA,Clinton,Southeast,43,41.32,FALSE
Cobb,32.45,31.7,84137,23195,8.2,8.94,50.77,1402.1,2.42,564,GA,Clinton,Southeast,52.62,32.45,FALSE
Coffee,39.27,30.5,95719,15271,23.1,7.59,51.88,51.2,4.76,777,GA,Clinton,Southeast,45.31,39.27,FALSE
Colquitt,37.86,32.6,78057,14892,25.8,9.96,51.44,67,7.62,638,GA,Clinton,Southeast,45.54,37.86,FALSE
Columbia,25.23,31.2,30540,17165,7.7,7.2,50.04,251,2.36,315,GA,Clinton,Southeast,59.07,25.23,FALSE
Cook,48.02,32.4,57653,12865,22.5,9.7,51.98,58.9,6.89,482,GA,Clinton,Southeast,36.56,48.02,TRUE
Coweta,34.51,32,59670,17069,12.6,7.97,51.68,136.3,3.99,347,GA,Clinton,Southeast,47.75,34.51,FALSE
Crawford,51.78,31.7,26096,12882,16.7,8.13,50.55,28.3,10.43,180,GA,Clinton,Southeast,30.6,51.78,TRUE
Crisp,45.72,32.8,62798,14794,30.4,8.35,54.08,74.1,11.38,138,GA,Clinton,Southeast,39.46,45.72,TRUE
Dade,37.09,32.7,53856,12299,16.3,10.2,51.14,76.5,4.89,180,GA,Clinton,Southeast,45.61,37.09,FALSE
Decatur,43.11,31.7,56397,14744,26.9,9.71,52.35,43.4,7.99,497,GA,Clinton,Southeast,42.35,43.11,TRUE
Dodge,47.82,33.8,83682,13028,23.2,8.51,50.9,35.4,10.68,366,GA,Clinton,Southeast,36.43,47.82,TRUE
Dooly,58.84,32.8,78470,14815,29,7.85,54.52,25.4,8.6,164,GA,Clinton,Southeast,30.53,58.84,TRUE
Dougherty,49.26,29.9,67640,15650,27.6,12.23,53.06,296.3,4.34,1043,GA,Clinton,Southeast,40.27,49.26,TRUE
Douglas,33.27,31.1,41886,16590,9.5,9.22,50.39,377.3,6.54,339,GA,Clinton,Southeast,50.08,33.27,FALSE
Early,47.55,33.4,62383,14237,32,7.74,54,23.7,10.41,109,GA,Clinton,Southeast,35.17,47.55,TRUE
Effingham,33.78,30.3,39298,14646,12.7,7.99,49.79,57.1,2.01,242,GA,Clinton,Southeast,47.9,33.78,FALSE
Elbert,49.05,34.4,99841,14526,21.4,10.02,52.44,51.5,9.58,442,GA,Clinton,Southeast,38.46,49.05,TRUE
Emanuel,45.93,32.3,88914,12667,28.4,8.85,52.42,30.2,12.17,290,GA,Clinton,Southeast,41.43,45.93,TRUE
Evans,41.55,32.2,97457,14679,25.6,9.17,51.54,48.1,9.66,116,GA,Clinton,Southeast,42.03,41.55,FALSE
Fannin,40.33,39,88296,12626,17.6,10.03,51.78,43,6.08,202,GA,Clinton,Southeast,45.24,40.33,FALSE
Fayette,26.6,34.1,67403,22708,3.9,6.26,50.41,352.6,1.51,176,GA,Clinton,Southeast,55.47,26.6,FALSE
Floyd,41.69,34.5,80777,17463,16.2,12.1,52.47,160.1,8.22,575,GA,Clinton,Southeast,44.43,41.69,FALSE
Forsyth,28.89,32.8,71411,20194,7.9,6.2,49.86,220.5,4.1,469,GA,Clinton,Southeast,50.64,28.89,FALSE
Franklin,42.29,35.9,117833,16263,17,9.12,52.11,65.3,8.37,252,GA,Clinton,Southeast,40.37,42.29,TRUE
Fulton,57.29,32,201597,28465,23,10.2,52.21,1257,4.07,1354,GA,Clinton,Southeast,33.2,57.29,TRUE
Gilmer,39.25,35.4,95830,14779,17.3,8.1,50.84,33.5,5.59,7,GA,Clinton,Southeast,45.19,39.25,FALSE
Glascock,31.19,37,23635,15212,16.1,7.39,53.26,16,45.22,27,GA,Clinton,Southeast,50.94,31.19,FALSE
Glynn,37.42,34.1,60632,19001,17.2,11.68,52.49,151,8.45,862,GA,Clinton,Southeast,49.02,37.42,FALSE
Gordon,36.59,32.4,61457,15699,12.5,9.01,50.84,102.2,5.67,331,GA,Clinton,Southeast,46.95,36.59,FALSE
Grady,41.77,32.9,71544,12936,24.9,10.05,52.48,45,6.75,448,GA,Clinton,Southeast,39.28,41.77,TRUE
Greene,55.67,32.5,131716,14059,23.8,7.46,53.24,31.4,5.74,262,GA,Clinton,Southeast,32.21,55.67,TRUE
Gwinnett,29.39,30.5,51598,21670,5.8,5.59,49.91,903,1.54,477,GA,Clinton,Southeast,54.34,29.39,FALSE
Habersham,33.92,33.3,136899,16107,12.3,10.38,48.89,102.8,6.89,164,GA,Clinton,Southeast,50.02,33.92,FALSE
Hall,34.58,32.3,135515,17885,14.2,8.72,50.62,253.5,3.9,456,GA,Clinton,Southeast,49.67,34.58,FALSE
Hancock,77.95,31,52587,12272,28.8,5.22,54.45,19,16.89,149,GA,Clinton,Southeast,16.03,77.95,TRUE
Haralson,43.05,33.5,82213,14632,17.5,9.3,51.97,79.4,5.27,326,GA,Clinton,Southeast,41.23,43.05,TRUE
Harris,38.49,35.6,29930,17105,12.9,10.95,50.55,39.2,5.22,251,GA,Clinton,Southeast,47.64,38.49,FALSE
Hart,47.5,35.7,89142,15264,15.7,9.76,51.82,87,5.69,40,GA,Clinton,Southeast,34.26,47.5,TRUE
Henry,32.19,31.9,51437,16942,7.4,6.8,50.53,209.5,2.96,271,GA,Clinton,Southeast,52.03,32.19,FALSE
Houston,37.47,31,54104,16375,12.6,11.96,51.2,247.6,3.8,539,GA,Clinton,Southeast,43.11,37.47,FALSE
Irwin,48.44,33.3,72578,13801,25.1,8.06,52.85,24.1,12.79,410,GA,Clinton,Southeast,34.5,48.44,TRUE
Jackson,41.37,33,58627,14970,15.9,8.61,50.46,91.7,12.13,333,GA,Clinton,Southeast,43.38,41.37,FALSE
Jasper,49.12,33.8,80168,14962,18.3,8.98,51.8,23.5,5.06,107,GA,Clinton,Southeast,38.14,49.12,TRUE
Jeff Davis,41.01,31.8,47707,14191,19.6,8.37,50.78,36.3,11.49,462,GA,Clinton,Southeast,39.32,41.01,TRUE
Jefferson,53.77,31.4,75253,13775,27.7,7.19,53.8,33.2,12,90,GA,Clinton,Southeast,34.68,53.77,TRUE
Jenkins,51.36,32.6,57944,12502,25.2,8.88,52.81,24.3,10.12,366,GA,Clinton,Southeast,34.05,51.36,TRUE
Johnson,44.7,32.7,61128,12452,24.5,7.12,53.49,27.3,18.19,27,GA,Clinton,Southeast,39.88,44.7,TRUE
Jones,45.86,32.2,26033,16620,12.6,8.92,51.43,54.1,9.62,130,GA,Clinton,Southeast,38.05,45.86,TRUE
Lamar,46.83,33.4,74828,13034,17.8,10.09,52.77,73.1,8.52,245,GA,Clinton,Southeast,38.71,46.83,TRUE
Lanier,47.34,31.6,102309,14000,24.6,9.18,51.28,30.5,10.53,255,GA,Clinton,Southeast,35.03,47.34,TRUE
Laurens,43.99,33,100282,15378,21.4,9.79,52.22,50.5,10.98,586,GA,Clinton,Southeast,43.72,43.99,TRUE
Liberty,48.8,24,20855,10420,19,4.67,45.38,110.6,2.8,354,GA,Clinton,Southeast,35.87,48.8,TRUE
Lowndes,40.64,28.9,72967,15455,22.4,9.42,51.01,154.7,4.31,719,GA,Clinton,Southeast,46.3,40.64,FALSE
Lumpkin,39.91,30.3,92881,15051,14.7,6.25,50.36,54.1,6.49,185,GA,Clinton,Southeast,39.16,39.91,TRUE
McDuffie,40.82,32,87855,15110,20.7,8.5,52.78,80.4,7.18,120,GA,Clinton,Southeast,45.69,40.82,FALSE
Macon,65.45,31.2,54723,13986,30.2,8.05,53.64,32.2,17.54,179,GA,Clinton,Southeast,24.8,65.45,TRUE
Madison,34.72,32.8,31159,14508,16.3,8.91,51.01,77.7,4.52,6,GA,Clinton,Southeast,48.61,34.72,FALSE
Marion,55.69,32.1,35486,12658,24.1,8.19,51.92,15.5,8.77,56,GA,Clinton,Southeast,34.58,55.69,TRUE
Meriwether,54.67,31.8,58441,11869,23.6,8.47,52.2,45.1,7.22,276,GA,Clinton,Southeast,32.3,54.67,TRUE
Miller,42.13,34.7,102114,14944,24,9.59,52.55,22.3,15.08,62,GA,Clinton,Southeast,37.26,42.13,TRUE
Mitchell,52.67,30.7,69819,13683,30.7,7.8,53.02,40,12.24,464,GA,Clinton,Southeast,33.08,52.67,TRUE
Monroe,44.97,33,48653,14815,15.8,7.49,50.92,45.2,15.31,278,GA,Clinton,Southeast,39.28,44.97,TRUE
Morgan,46.17,32.8,82064,15841,17.3,8.2,51.8,38,5.04,344,GA,Clinton,Southeast,40.34,46.17,TRUE
Murray,38.31,30.4,40531,13615,12.1,7.07,50.38,80.4,4.22,284,GA,Clinton,Southeast,45.13,38.31,FALSE
Muscogee,49.68,30.6,92928,16740,22.2,12.55,51.69,859.9,5.51,620,GA,Clinton,Southeast,41.7,49.68,TRUE
Newton,42.54,31.1,55474,14955,15.8,8.04,52.1,161.7,5.06,599,GA,Clinton,Southeast,42.49,42.54,TRUE
Oglethorpe,40.26,33.5,43697,14094,16.5,8.1,51.77,23.1,5.98,196,GA,Clinton,Southeast,42.94,40.26,FALSE
Paulding,34.54,29.8,44189,13925,9,5.99,50.02,150.8,2.85,277,GA,Clinton,Southeast,47.59,34.54,FALSE
Peach,52.73,30,67911,16049,25.2,8.89,52.33,144.9,3.33,251,GA,Clinton,Southeast,33.37,52.73,TRUE
Pickens,41.04,34.4,100331,16530,13.8,7.31,51.04,64.6,10.6,93,GA,Clinton,Southeast,40.57,41.04,TRUE
Pierce,41.41,33.3,74455,14439,21.1,9.66,51.35,39.7,4.71,224,GA,Clinton,Southeast,42.46,41.41,FALSE
Pike,40.23,33.5,62030,14928,13.3,10.16,50.51,48.1,5.9,134,GA,Clinton,Southeast,44.4,40.23,FALSE
Polk,45.67,33.8,57379,13612,18.4,11.18,51.97,110.2,8.28,404,GA,Clinton,Southeast,38.98,45.67,TRUE
Pulaski,50.88,35.3,100364,17087,21.5,11.94,53.46,32.7,12.59,400,GA,Clinton,Southeast,31.15,50.88,TRUE
Putnam,45.78,34.2,62346,15325,16.9,7.04,51.03,43.3,5.91,167,GA,Clinton,Southeast,37.41,45.78,TRUE
Rabun,40.63,39.8,132881,13923,15,11.14,51.56,32.1,8.82,182,GA,Clinton,Southeast,41.15,40.63,FALSE
Randolph,59.34,32.1,79026,13060,34.9,9.23,54.39,18.9,9.88,96,GA,Clinton,Southeast,29.98,59.34,TRUE
Richmond,48.57,30.3,63422,17331,21.9,11,50.47,623,6.32,715,GA,Clinton,Southeast,40.7,48.57,TRUE
Rockdale,30.86,32.1,53077,18460,8.8,8.58,50.56,450.7,2.9,425,GA,Clinton,Southeast,52.64,30.86,FALSE
Screven,44.43,33,63338,14521,22.3,9.21,52.61,21.3,9.2,254,GA,Clinton,Southeast,39.05,44.43,TRUE
Seminole,47.36,33.6,67054,13826,27.6,9.12,50.44,38.2,6.7,372,GA,Clinton,Southeast,33.74,47.36,TRUE
Spalding,40.63,32.1,69241,15108,18.6,10.1,52.05,283.8,6.16,814,GA,Clinton,Southeast,46.15,40.63,FALSE
Stephens,35.04,34.8,63985,14916,16.8,9.71,51.86,133.9,7.54,181,GA,Clinton,Southeast,47.65,35.04,FALSE
Sumter,48.96,30.4,91433,15141,26,8.78,53.89,63.5,10.81,546,GA,Clinton,Southeast,39.44,48.96,TRUE
Tattnall,39.72,33.1,63776,13767,26.2,10.1,46.41,37.2,13.33,260,GA,Clinton,Southeast,43.18,39.72,FALSE
Telfair,53.39,34,88781,12995,26.3,8.45,54.03,26.3,18.71,172,GA,Clinton,Southeast,31.58,53.39,TRUE
Terrell,55.9,33.1,102730,13828,30.9,8.08,54.1,31.3,6.95,471,GA,Clinton,Southeast,32.9,55.9,TRUE
Thomas,40.52,33.1,79996,16732,23.5,10.14,53.34,72,6.58,446,GA,Clinton,Southeast,46.03,40.52,FALSE
