county_name,percent_for_clinton,median_age,mean_savings,per_capita_income,percent_in_poverty,percent_veterans,percent_female,population_density,percent_in_nursing_homes,crime_index_PC,state,color,region,bush_perc,clinton_perc,clinton_win
Waupaca,28.78,35,111119,17084,8.7,11.01,50.6,63.4,41.81,317,WI,Clinton,Northeast,44.27,28.78,FALSE
Waushara,32.94,38.6,72546,15261,14.6,11.64,50.33,32.1,8.01,266,WI,Clinton,Northeast,39.16,32.94,FALSE
Winnebago,35.19,32.5,63849,19659,7.7,12.44,50.87,330.4,8.32,453,WI,Clinton,Northeast,43.56,35.19,FALSE
Wood,36.25,33.3,85696,19082,9,11.99,51.12,94.5,10.97,307,WI,Clinton,Northeast,37.99,36.25,FALSE
Albany,44.4,26.5,62209,15251,14.9,10.98,48.26,7.2,3.99,522,WY,Bush,West,32.75,44.8,TRUE
Big Horn,25.54,36.1,79941,14843,14,13.07,49.95,3.4,17.1,183,WY,Bush,West,47.47,26.05,FALSE
Campbell,24.15,29.2,89979,19679,8.7,10.5,48.87,6.4,4.66,479,WY,Bush,West,47.64,24.28,FALSE
Carbon,40.99,32.8,100736,18687,11.2,18.85,47.23,2,7.39,386,WY,Bush,West,34.96,41.24,TRUE
Converse,27.51,31.9,91132,16479,12.1,16.68,50.88,2.7,4.21,425,WY,Bush,West,45.68,27.66,FALSE
Crook,21.17,33.4,113381,19602,10.3,13.48,49.77,1.9,5.93,215,WY,Bush,West,51.71,21.33,FALSE
Fremont,34.3,32.9,64844,14797,18.4,15.67,50.1,3.7,5.54,440,WY,Bush,West,39.19,34.66,FALSE
Goshen,32.98,34.6,102320,17670,18,10.97,51.48,5.6,6,308,WY,Bush,West,45.25,33.14,FALSE
Hot Springs,30.85,38.6,104738,18294,13.3,16.36,50.61,2.3,14.89,366,WY,Bush,West,41.27,31.22,FALSE
Johnson,20.85,37.6,127314,18504,12.9,16.24,50.53,1.5,8.57,278,WY,Bush,West,51.83,21.07,FALSE
Laramie,38.23,31.9,64185,19329,11.5,13.56,50.12,28.1,2.64,486,WY,Bush,West,40.7,38.44,FALSE
Natrona,35.83,32.8,93827,21417,13.6,17.88,50.84,11.7,5.1,667,WY,Bush,West,35.75,36.12,TRUE
Niobrara,22.94,38.6,116712,19493,16,15.6,53.7,1,13.6,220,WY,Bush,West,49.3,23.14,FALSE
Park,24.72,33.9,121587,18750,12.2,12.58,50.76,3.4,8.1,361,WY,Bush,West,46.87,24.89,FALSE
Platte,34.51,36.3,103845,17003,14,22.71,50.48,3.9,5.24,200,WY,Bush,West,41.47,34.76,FALSE
Sheridan,35.81,36.3,87232,22250,11.6,16.59,50.73,9.5,4.67,275,WY,Bush,West,37.49,36.06,FALSE
Sublette,20.83,35.4,83020,18748,7.9,12.18,47.98,1,8.6,432,WY,Bush,West,46.13,21.17,FALSE
Sweetwater,43.09,30.4,104346,19086,7.7,14.64,49.42,3.9,3,625,WY,Bush,West,30.3,43.44,TRUE
Washakie,28.08,34.6,114176,17608,11.7,14.47,49.65,3.8,8.47,313,WY,Bush,West,43.86,28.51,FALSE
